License Number,License Type,License Type Code,License Status,License Status Code,Issued Date,Effective Date,Expiration Date,Application Number,SEE Category,Entity Name,DBA,Location ID,Address Line 1,Address Line 2,City,State,Zip Code,County,Region,Latitude,Longitude,Business Website,Operational Status,Business Purpose,Tier Type,Processor Type,Cultivation Indoor,Cultivation Outdoor,Cultivation Mixed Light,Cultivation Combination,Cultivation Activities Drying Curing,Cultivation Activities Storage,Cultivation Activities Packaging,Cultivation Activities Waste Rendering,Processing Activities Extraction,Processing Activities Blending and Infusing,Processing Activities Packaging and Labeling,Processing Activities Branding,Retail Activities Sales with Delivery,Retail Activities Sales No Delivery,Retail Activities Non-Cannabis Products,Retail Activities Drive Thru,Retail Date Opened to Public,Hours of Operation,Primary Contact Name
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2024-000097,,Clockwork Cannabis LLC,,LID291,61-03 Metropolitan Avenue,,Queens,NY,11385,Queens,,40.7128119,-73.90208067,,Non-Operational,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,,
OCM-CULT-24-000065,Adult-Use Cultivator License,OCMCULT,Active,LICACT,04/12/2024 12:00:00 AM,04/12/2024 12:00:00 AM,04/12/2026 12:00:00 AM,OCMCULT-2023-000180,,"Close Farm Ventures, LLC",,28EE2AA7-6C1C-4BE2-A758-88FF686A5FD9,,,,,,Fulton,Mohawk Valley,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,william Close
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000326,,"Cloud 9 Dispensary, LLC",,D952D68B-76D9-4FD2-AFBA-13F05F7B984F,"1380 French Rd., Suite # 1",,Cheektowaga,NY,14043,Erie,Western NY,42.8682,-78.70213,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Wendy Francis
OCM-RETL-24-000007,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,02/28/2026 12:00:00 AM,OCMRETL-2023-000110,"Women-Owned Business, Minority-Owned Business",Cloud 9 Evolution LLC,,6EC01E3D-B567-4205-935C-08A89F94B68D,1643 Eastern Pkwy,,Schenectady,NY,12309,Schenectady,Capital District,42.80704,-73.91206,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,Aman Kaur
OCM-RETL-24-000085,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,05/13/2024 12:00:00 AM,05/13/2024 12:00:00 AM,05/13/2026 12:00:00 AM,OCMRETL-2023-000718,,Cloud 9 Smoke & Gift Shop Inc.,,D7008F2A-9C1C-4931-8C43-3AEFEE2156C0,305 Saw Mill River Rd,,Yonkers,NY,10701,Westchester,Mid-Hudson,40.9473285,-73.876908,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11/11/2024 12:00:00 AM,Sun: 12:00 PM - 07:00 PM; Mon: 11:00 AM - 09:00 PM; Tues: 11:00 AM - 09:00 PM; Wed: 11:00 AM - 09:00 PM; Thurs: 11:00 AM - 09:00 PM; Fri: 11:00 AM - 10:00 PM; Sat: 12:00 PM - 09:00 PM,Lawrence Eid
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000950,,CLOUD EMPIRE SHOP 2 CORPORATION,,EB128DF8-47F0-4D5F-8205-3B3E804C43EE,1708 Sunrise Hwy,,Copiague,NY,11726,Suffolk,Long Island,40.69453726,-73.39383191,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,RADFAN NAGI
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2023-000229,,CloudFather LLC,,LID203,6842-6850 Main St,,Williamsville,NY,14221,Erie,,42.96540696,-78.69887752,,Non-Operational,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,,
OCM-PROC-25-000261,Adult-Use Processor License,OCMPROC,Active,LICACT,02/19/2025 12:00:00 AM,02/19/2025 12:00:00 AM,02/19/2027 12:00:00 AM,OCMPROC-2023-000268,Women-Owned Business,C&M Hospitality,Beggars Tomb,775E5DC5-A0C9-457F-B852-8D1A23CECA6C,,,,,,Ulster,Mid-Hudson,,,,Active,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,Martin Mills
OCM-CULT-24-000045,Adult-Use Cultivator License,OCMCULT,Active,LICACT,03/25/2024 12:00:00 AM,03/25/2024 12:00:00 AM,03/25/2026 12:00:00 AM,OCMCULT-2023-000096,,CM Spencer Farms LLC,,543B52A7-9FC8-47D4-9702-1CB65D684EC5,,,,,,Tioga,Southern Tier,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,Kirk Mandeville
OCM-DIST-24-000055,Adult-Use Distributor License,OCMDIST,Active,LICACT,07/26/2024 12:00:00 AM,07/26/2024 12:00:00 AM,07/26/2026 12:00:00 AM,OCMDIST-2023-000074,,CM Spencer Farms LLC,,7C22D6DA-B27C-4F42-B745-EDD129939B5C,,,,,,Tioga,Southern Tier,,,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Kirk Mandeville
OCM-PROC-24-000021,Adult-Use Processor License,OCMPROC,Active,LICACT,04/29/2024 12:00:00 AM,04/29/2024 12:00:00 AM,04/29/2026 12:00:00 AM,OCMPROC-2023-000084,,CM Spencer Farms LLC,,A308B820-904F-4B95-9CBF-D3A3022098CD,,,,,,Tioga,Southern Tier,,,,Active,Adult-Use Processing,,"Type 3 - Packaging, Labeling, and Branding",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,Kirk Mandeville
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2023-000085,,CM Spencer Processing LLC,,909717FF-DB33-4ACC-B3CA-49E00E68F95D,,,,,,Tioga,Southern Tier,,,,Non-Operational,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,,Donna Richetti
OCM-RETL-24-000105,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,06/03/2024 12:00:00 AM,06/03/2024 12:00:00 AM,06/03/2026 12:00:00 AM,OCMRETL-2023-000361,Minority-Owned Business,CNBS27 Inc.,Vereleaf,6CE55A05-4B83-4CFD-835A-12E364E37E59,383 8th Ave,,New York,NY,10001,New York,Manhattan,40.749213,-73.995868,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Kwangil Yoo
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2025-000006,,Coastal Green LLC,,LID295,489 Delaware Ave,,Albany,NY,12209,Albany,,42.63921632,-73.78700713,,Non-Operational,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,,
OCM-PROC-24-000167,Adult-Use Processor License,OCMPROC,Active,LICACT,10/18/2024 12:00:00 AM,10/18/2024 12:00:00 AM,10/18/2026 12:00:00 AM,OCMPROC-2023-000114,"Women-Owned Business, Individuals from a community disproportionately impacted by the enforcement of cannabis prohibition, Minority-Owned Business",Cocobolo LLC,HYJNX,D5A07F92-ADC7-4295-BB7B-4C21B24CDFFE,,,,,,Kings,Brooklyn,,,www.hyjnx.com,Active,Adult-Use Processing,,"Type 3 - Packaging, Labeling, and Branding",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,Stephanie Gelot
MM0306D,Registered Organization,OCMRO,Active,LICACT,,,,,,"Columbia Care NY, LLC.",Cannabist,LID034,44 Court Street,,Brooklyn,NY,11201,Kings,,40.69262043,-73.99101851,https://www.gocannabist.com/stores/new-york/brooklyn,Active,Medical Sales,,,,,,,,,,,,,,,0,1,1,0,04/19/2019 12:00:00 AM,,
MM0305D,Registered Organization,OCMRO,Active,LICACT,,,,OCMROND-2024-000001,,"Columbia Care NY, LLC.",,LID055,200 West Ridge Rd.,,Rochester,NY,14615,Monroe,,43.19760611,-77.63327382,,Active,Medical Sales,,,,,,,,,,,,,,,0,0,0,0,,,
MM0303D,Adult-Use Registered Organization Dispensary License,OCMXROD,Active,LICACT,,,,,,"Columbia Care NY, LLC.",,LID146,1333 E. Main St.,,Riverhead,NY,11901,Suffolk,,40.93462894,-72.64977339,https://www.columbia.care/stores/new-york/riverhead/medical-menu,Active,Medical and Adult-Use Retail Sales,,,,,,,,,,,,,,,1,0,1,0,01/29/2016 12:00:00 AM,,
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001994,,"COLVARD, LLC",,27D57460-A878-402B-972C-E888AA411586,7 Lorraine St,,Plattsburgh,NY,12901,Clinton,North Country,44.70227,-73.45132,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Tracy Colvard-Pellerin
OCM-RETL-24-000244,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,11/25/2024 12:00:00 AM,11/25/2024 12:00:00 AM,11/25/2026 12:00:00 AM,OCMRETL-2023-000721,Women-Owned Business,Comfort Care Services inc.,,5333E4A8-4D3B-4F5A-A2E8-9E31369DBEFF,99-00 Metropolitan Avenue,,Forest Hills New York,NY,11375,Queens,Queens,40.71079466,-73.85362133,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Zoya Aminova
OCM-RETL-24-000145,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,07/22/2024 12:00:00 AM,07/22/2024 12:00:00 AM,07/22/2026 12:00:00 AM,OCMRETL-2023-000875,Women-Owned Business,Command Cannabis Dispensary Inc.,,DC1FD832-A376-4B52-83A2-D891F92C77B0,3871 S Park Ave,,Blasdell,NY,14219,Erie,Western NY,42.79589,-78.84528,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,02/28/2025 12:00:00 AM,Sun: 10:00 AM - 06:00 PM; Mon: 10:00 AM - 08:00 PM; Tues: 10:00 AM - 08:00 PM; Wed: 10:00 AM - 08:00 PM; Thurs: 10:00 AM - 08:00 PM; Fri: 10:00 AM - 09:00 PM; Sat: 10:00 AM - 09:00 PM,Wendy Francis
OCM-CAURD-24-000213,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,11/01/2024 12:00:00 AM,11/01/2024 12:00:00 AM,11/01/2026 12:00:00 AM,OCMCAURDP-2024-000044,,Common Courtesy Dispensary LLC,,82EE04E0-0141-4FA2-B772-3D98F4FE3C92,13809 Jamaica Ave,,Jamaica,NY,11435,Queens,Queens,,,www.commoncourtesy.io,Non-Operational,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Tankrachap Asongna-Morfaw
OCM-DIST-24-000083,Adult-Use Distributor License,OCMDIST,Active,LICACT,10/15/2024 12:00:00 AM,10/15/2024 12:00:00 AM,10/15/2026 12:00:00 AM,OCMDIST-2023-000296,"Minority-Owned Business, Women-Owned Business","Community Growth Partners NY Cultivation Operations, LLC",,D0341B78-3F4C-48D7-B232-819797FB59D2,,,,,,Schenectady,Capital District,,,www.communitygrowthpartners.com,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Charlotte Hanna
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2024-000085,,Company 309,,LID321,545 Clinton Ave S,,Rochester,NY,14620,Monroe,,43.14620202,-77.60229377,,Non-Operational,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,,
OCM-CAURD-23-000021,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,10/06/2023 12:00:00 AM,10/06/2023 12:00:00 AM,10/06/2025 12:00:00 AM,OCMCAURDP-2023-000039,,CONBUD LLC,,D2CA1B11-E068-488A-A3EE-FBEB975B57C2,85 Delancey St,,New York,NY,10002,New York,Manhattan,,,www.conbud.com,Active,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10/19/2023 12:00:00 AM,Sun: 11:00 AM - 10:00 PM; Mon: 08:00 AM - 10:00 PM; Tues: 08:00 AM - 11:00 PM; Wed: 08:00 AM - 11:00 PM; Thurs: 08:00 AM - 11:00 PM; Fri: 08:00 AM - 02:00 AM; Sat: 11:00 AM - 02:00 AM,COSS MARTE
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2024-000117,,Conceptual Holdings LLC,,LID232,246 Rogers Ave,,Brooklyn,NY,11225,Kings,,40.66766724,-73.95356552,,Non-Operational,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,,
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001756,,"Cool Sunny, LLC",,00B640F2-BD5E-492C-917C-EFC84727EA7D,25 E Main St,,Morrisville,NY,13408,Madison,Central NY,42.898998,-75.644951,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Megan Miranda
OCM-RETL-25-000323,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,03/27/2025 12:00:00 AM,03/27/2025 12:00:00 AM,03/27/2027 12:00:00 AM,OCMRETL-2023-001927,,Copper City Bud LLC,,5E139331-61D2-46FD-8950-FD3D2A859CB2,319 S James St,,Rome,NY,13440,Oneida,Mohawk Valley,43.207462,-75.460767,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Philip Vescio
OCM-MICR-24-000199,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,11/26/2024 12:00:00 AM,11/26/2024 12:00:00 AM,11/26/2026 12:00:00 AM,OCMMICR-2023-000581,Women-Owned Business,"Copperhead Grow, LLC",,F66D57F7-A1A3-4E3C-9640-9177A0ACA094,,,,,,Oneida,Mohawk Valley,,,,Active,"Adult-Use Cultivation, Adult-Use Distribution",MICROBUS_INDOOR,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,Julie Jeannotte
OCM-RETL-24-000177,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,09/17/2024 12:00:00 AM,09/17/2024 12:00:00 AM,09/17/2026 12:00:00 AM,OCMRETL-2023-001304,Women-Owned Business,"Corner House, LLC",,6C7EBEA4-3D2E-4DFC-B978-417D9E674659,1708 Trumansburg Rd,,Ithaca,NY,14850,Tompkins,Southern Tier,42.49415645,-76.59400784,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,Joshua Friedman
OCM-CULT-24-000021,Adult-Use Cultivator License,OCMCULT,Active,LICACT,04/11/2024 12:00:00 AM,04/11/2024 12:00:00 AM,04/11/2026 12:00:00 AM,OCMCULT-2023-000345,Women-Owned Business,Cornucopia Growers LLC,,B41BE981-26F1-4BC8-8E5D-CBBDBCF862F2,,,,,,Schoharie,Mohawk Valley,,,,Active,Adult-Use Cultivation,CCULT_COMBINATION_T2,,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,,Wanda DelVillar
OCM-DIST-25-000164,Adult-Use Distributor License,OCMDIST,Active,LICACT,03/11/2025 12:00:00 AM,03/11/2025 12:00:00 AM,03/11/2027 12:00:00 AM,OCMDIST-2023-000325,Women-Owned Business,Cornucopia Growers LLC,,,,,,,,,,,,,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Wanda DelVillar
OCM-PROC-25-000252,Adult-Use Processor License,OCMPROC,Active,LICACT,01/28/2025 12:00:00 AM,01/28/2025 12:00:00 AM,01/28/2027 12:00:00 AM,OCMPROC-2023-000501,Women-Owned Business,Cornucopia Growers LLC,,3325BAD4-78B9-4D38-96FB-B1B1315F5FA4,,,,,,Schoharie,Mohawk Valley,,,,Active,Adult-Use Processing,,Type 2 - Infusing and Blending,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,Wanda DelVillar
OCM-CAURD-24-000115,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,03/29/2024 12:00:00 AM,03/29/2024 12:00:00 AM,03/29/2026 12:00:00 AM,OCMCAURDP-2023-000099,,Coronado LLC,MARY JANES- A LEGACY 2 LEGAL DISPENSARY,B4C91AD1-FAAE-498E-82FB-8D16E2198CD0,2179 Sheridan Dr Tonawanda NY14223,440 Normal ave.,Buffalo,NY,14223,Erie,Western NY,,,www.maryjaneswny.com,Active,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,04/10/2024 12:00:00 AM,Sun: 10:00 AM - 06:00 PM; Mon: 09:00 AM - 09:00 PM; Tues: 09:00 AM - 09:00 PM; Wed: 09:00 AM - 09:00 PM; Thurs: 09:00 AM - 09:00 PM; Fri: 09:00 AM - 09:00 PM; Sat: 09:00 AM - 09:00 PM,Samuel Coronado
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-002156,,corporate gift solution inc,,33850563-7B0A-4A0A-9145-2A08FAF0E55F,1394 st johns place,,brooklyn,NY,11213,Kings,Brooklyn,40.670627,-73.932239,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Abigaelle Meer
OCM-CULT-24-000077,Adult-Use Cultivator License,OCMCULT,Active,LICACT,05/10/2024 12:00:00 AM,05/10/2024 12:00:00 AM,05/10/2026 12:00:00 AM,OCMCULT-2023-000232,,"County Line Ventures, LLC",,E8AD0009-4791-4FF2-ADBC-C07B94B15A1B,,,,,,Columbia,Capital District,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Charles Colaruotolo
OCM-PROC-25-000280,Adult-Use Processor License,OCMPROC,Active,LICACT,04/10/2025 12:00:00 AM,04/10/2025 12:00:00 AM,04/10/2027 12:00:00 AM,OCMPROC-2024-000045,,"County Line Ventures, LLC",,212F185F-3D86-457E-A6F8-4B06440C2D33,,,,,,Columbia,Capital District,,,,Active,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,,Charles Colaruotolo
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2023-000497,,CPEBCC NY LLC,,10EA9175-08BE-4BD9-A337-FFB0F1525588,,,,,,Allegany,Western NY,,,,Non-Operational,Adult-Use Processing,,"Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,Christopher Elliott
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001794,,Cream 4004 LLC,,5577D430-D74E-440B-B169-478A97403AB7,4004 74th St,,Elmhurst,NY,11373,Queens,Queens,40.741895,-73.989308,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,Jiten Patel
OCM-RETL-24-000181,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,09/17/2024 12:00:00 AM,09/17/2024 12:00:00 AM,09/17/2026 12:00:00 AM,OCMRETL-2023-002207,"Minority-Owned Business, Women-Owned Business",Cream Luxuries Astoria Inc.,,D659317B-44A4-47A9-9EEA-60B5151A1A5C,78-14 Roosevelt Avenue,,Queens,NY,11372,Queens,Queens,40.74707,-73.88698,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Ga Wai
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-002096,,Create Kindness LLC,,97D3E6BB-729A-4E57-9F54-96275ABF8897,911 N Salina St,,Syracuse,NY,13208,Onondaga,Central NY,43.063322,-76.15577,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Markida Miles
OCM-MICR-24-000009,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,03/03/2024 12:00:00 AM,03/03/2024 12:00:00 AM,03/03/2026 12:00:00 AM,OCMMICR-2023-000605,"Individuals from a community disproportionately impacted by the enforcement of cannabis prohibition, Extra Priority, Minority-Owned Business",Creative Balance Group LLC,,03439B29-0B50-4D48-AE0A-A9D0664527A6,1402 Blondell Ave Unit C,,Bronx,NY,10461,Bronx,Bronx,40.843189,-73.842593,,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",MICROBUS_INDOOR,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,,,Joel Joseph
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000134,,Creekside Botanicals LLC,Creekside Botanicals,5C509A23-F70C-4213-99B2-0EF44E491D81,24 Church St Ste 420,,Canajoharie,NY,13317,Montgomery,Mohawk Valley,42.904942,-74.572142,www.creeksidebotanicals.com,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Travis Button
OCM-MICR-24-000152,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,09/11/2024 12:00:00 AM,09/11/2024 12:00:00 AM,09/11/2026 12:00:00 AM,OCMMICR-2023-000457,Women-Owned Business,Crooked Lake Cannabis Inc,,CADD4F4F-564E-4E44-ACA5-1D64D3318CA2,130 W Morris St,,Bath,NY,14810,Steuben,Southern Tier,42.33456,-77.32495,,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",MICROBUS_INDOOR,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,,,Wendy Francis
OCM-RETL-25-000288,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,02/19/2025 12:00:00 AM,02/19/2025 12:00:00 AM,02/19/2027 12:00:00 AM,OCMRETL-2023-001969,,Crown and Gavel LLC,,BE441E78-81B4-45DD-8F0C-A03139F425AE,34 Main St,,Ossining,NY,10562,Westchester,Mid-Hudson,41.158547,-73.868066,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,Ryan LoGiudici
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001514,,C&R Project LLC,,0E75B09A-A3CC-4473-97BF-104EDF311ABB,366 Quaker Rd,,Queensbury,NY,12804,Warren,Capital District,43.37897,-73.66,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Reece Rudolph
OCM-CULT-24-000010,Adult-Use Cultivator License,OCMCULT,Active,LICACT,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,02/22/2026 12:00:00 AM,OCMCULT-2023-000003,,CSH Wyoming LLC,,1D57312E-7CBA-44C6-A8F5-A416FB2A7705,,,,,,Wyoming,Finger Lakes,,,,Active,Adult-Use Cultivation,CCULT_COMBINATION_T2,,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,,Morgan Hopkins
OCM-DIST-24-000001,Adult-Use Distributor License,OCMDIST,Active,LICACT,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,02/22/2026 12:00:00 AM,OCMDIST-2023-000009,,CSH Wyoming LLC,,27D0D31A-A10B-40CD-8AD1-B66A621FEBB0,,,,,,Wyoming,Finger Lakes,,,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Morgan Hopkins
OCM-PROC-24-000007,Adult-Use Processor License,OCMPROC,Active,LICACT,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,02/22/2026 12:00:00 AM,OCMPROC-2023-000007,,CSH Wyoming LLC,,B0738E78-21F4-4983-BFC2-AFED02FA95C9,,,,,,Wyoming,Finger Lakes,,,,Active,Adult-Use Processing,,"Type 3 - Packaging, Labeling, and Branding",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,Richard Lacey
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000372,,Cubed Roots LLC,,3F89D265-ABED-403A-B5DE-F72BC282D34C,4870 Duguid Rd,,Manlius,NY,13104,Onondaga,Central NY,43.007492,-75.974769,,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",MICROBUS_OUTDOOR,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,,,Chris Starowicz
MM1003D,Adult-Use Registered Organization Dispensary License,OCMXROD,Active,LICACT,,,,OCMXROD-2024-000007,,"Curaleaf NY, LLC",,LID020,345 Cornelia St,,Plattsburgh,NY,12901,Clinton,,44.69719722,-73.48021731,https://curaleaf.com/dispensary/new-york,Active,Medical and Adult-Use Retail Sales,,,,,,,,,,,,,,,1,0,1,0,04/19/2024 12:00:00 AM,Sun: 09:00 AM - 07:00PM; Mon: 09:00 AM - 08:00PM; Tues: 09:00 AM - 08:00PM; Wed: 09:00 AM - 08:00PM; Thurs: 09:00 AM - 08:00PM; Fri: 09:00 AM - 08:00PM; Sat: 09:00 AM - 08:00PM,
MM1006D,Registered Organization,OCMRO,Active,LICACT,,,,,,"Curaleaf NY, LLC",,LID192,532 Chili Ave,,Rochester,NY,14611,Monroe,,43.14541454,-77.65088631,https://curaleaf.com/dispensary/new-york,Active,Medical Sales,,,,,,,,,,,,,,,1,0,1,0,07/24/2024 12:00:00 AM,Sun: 09:00 AM - 06:00 PM; Mon: 09:00 AM - 07:00 PM; Tues: 09:00 AM - 07:00 PM; Wed: 09:00 AM - 07:00 PM; Thurs: 09:00 AM - 07:00 PM; Fri: 09:00 AM - 07:00 PM; Sat: 09:00 AM - 07:00 PM,
MM1005D,Registered Organization,OCMRO,Active,LICACT,,,,,,"Curaleaf NY, LLC",,LID067,255 Glen Cove Rd.,,Carle Place,NY,11514,Nassau,,40.75124756,-73.61830732,https://curaleaf.com/dispensary/new-york,Active,Medical Sales,,,,,,,,,,,,,,,1,0,1,0,01/02/2019 12:00:00 AM,Sun: 09:00 AM - 06:00PM; Mon: 09:00 AM - 07:00PM; Tues: 09:00 AM - 07:00PM; Wed: 09:00 AM - 07:00PM; Thurs: 09:00 AM - 07:00PM; Fri: 09:00 AM - 07:00PM; Sat: 09:00 AM - 07:00PM,
MM1007D,Registered Organization,OCMRO,Active,LICACT,,,,,,"Curaleaf NY, LLC",,LID278,4141 South Salina Street,,Syracuse,NY,13205,Onondaga,,43.00847236,-76.1425856,https://curaleaf.com/dispensary/new-york,Active,Medical Sales,,,,,,,,,,,,,,,1,0,1,0,08/07/2024 12:00:00 AM,Sun: 09:00 AM - 06:00 PM; Mon: 09:00 AM - 07:00 PM; Tues: 09:00 AM - 07:00 PM; Wed: 09:00 AM - 07:00 PM; Thurs: 09:00 AM - 07:00 PM; Fri: 09:00 AM - 07:00 PM; Sat: 09:00 AM - 07:00 PM,
